Property Name,Location,Price,Price per sqft,Area,BHK,Type,Posted Time,Posted By,Property URL,Image URL,Page
Jaypee Aman,"Sector 151, Noida",6900000,7240,953 sqft,2 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-953-sq-ft-spid-K79694343,N/A,page_77.html
Jaypee Aman,"Sector 151, Noida",6909999,7250,953 sqft,2 BHK,Ready To Move,Dealer·1mo ago,Y & G PROPMART,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-953-sq-ft-spid-A79694451,N/A,page_77.html
3C Lotus Panache,"Sector 110, Noida",9500000,7786,"1,220 sqft",2 BHK,Ready To Move,N/A,ROOF N ROOM REALTECH,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1220-sq-ft-spid-Q79662653,N/A,page_77.html
3C Lotus Panache,"Sector 110, Noida",11000000,7660,"1,436 sqft",2 BHK,Ready To Move,N/A,ROOF N ROOM REALTECH,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1436-sq-ft-spid-C79662683,N/A,page_77.html
3C Lotus Panache,"Sector 110, Noida",29500000,10558,"2,794 sqft",4 BHK,Ready To Move,N/A,ROOF N ROOM REALTECH,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-2794-sq-ft-spid-J79662545,N/A,page_77.html
Gaur 16th Avenue,Noida Extension,12500000,9025,"1,385 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gaur-16th-avenue-noida-extension-noida-1385-sq-ft-spid-H79696305,N/A,page_77.html
ABCZ East Platinum,"Chhalera, Noida",9500000,9500,"1,000 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-abcz-east-platinum-chhalera-noida-1000-sq-ft-spid-E79688119,N/A,page_77.html
Supertech Emerald Court,"Sector 93 A, Noida",38000000,16593,"2,290 sqft",4 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-supertech-emerald-court-sector-93-a-noida-2290-sq-ft-spid-Z79682225,N/A,page_77.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",12200000,8047,"1,516 sqft",3 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1516-sq-ft-spid-Z79675921,N/A,page_77.html
Ivy County,"Sector 75, Noida",37000000,29272,"2,124 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ivy-county-sector-75-noida-2124-sq-ft-spid-K79672885,N/A,page_77.html
Ivy County,"Sector 75, Noida",37000000,29272,"2,124 sqft",3 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ivy-county-sector-75-noida-2124-sq-ft-spid-L79670993,N/A,page_77.html
Exotica Fresco,"Sector 137, Noida",13000000,11711,"1,110 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Skyera Real Estates,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-exotica-fresco-sector-137-noida-1110-sq-ft-spid-G79670333,N/A,page_77.html
Exotica Fresco,"Sector 137, Noida",20000000,12820,"1,560 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Skyera Real Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-exotica-fresco-sector-137-noida-1560-sq-ft-spid-B79669269,N/A,page_77.html
Exotica Fresco,"Sector 137, Noida",40000000,17582,"2,275 sqft",4 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-exotica-fresco-sector-137-noida-2275-sq-ft-r1-spid-Z46240495,N/A,page_77.html
Amrapali Zodiac,"Sector 120, Noida",11500000,8679,"1,325 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Squire Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-zodiac-sector-120-noida-1325-sq-ft-spid-K79653825,N/A,page_77.html
Supertech Emerald Court,"Sector 93 A, Noida",35000000,13806,"2,535 sqft",4 BHK,Ready To Move,Dealer·1mo ago,N.s.properties,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-supertech-emerald-court-sector-93-a-noida-2535-sq-ft-r1-spid-S78812959,N/A,page_78.html
Jaypee Greens Pavilion Heights,"Sector 128, Noida",45500000,9171,"4,961 sqft",4 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-pavilion-heights-sector-128-noida-4961-sq-ft-spid-I79651907,N/A,page_78.html
3C Lotus Zing,"Sector 168, Noida",9000000,9836,915 sqft,2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-zing-sector-168-noida-915-sq-ft-spid-M79642307,N/A,page_78.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_78.html
ACE Parkway,"Sector 150, Noida",14000000,19553,716 sqft,2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-716-sq-ft-spid-L79641605,N/A,page_78.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",13000000,8387,"1,550 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Prime Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1550-sq-ft-spid-J79630131,N/A,page_78.html
Godrej Woods,"Sector 43, Noida",45000000,19911,"2,260 sqft",4 BHK,Ready To Move,Dealer·1mo ago,N.s.properties,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2260-sq-ft-r1-spid-U78476679,N/A,page_78.html
Godrej Woods,"Sector 43, Noida",30000000,19672,"1,525 sqft",3 BHK,Ready To Move,Dealer·1mo ago,N.s.properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1525-sq-ft-r1-spid-T78476027,N/A,page_78.html
Parx Laureate,"Sector 108, Noida",56000000,17837,"3,302 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Sunfox Realty,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-parx-laureate-sector-108-noida-3302-sq-ft-spid-H79028893,N/A,page_78.html
Amrapali Silicon City,"Sector 76, Noida",50000000,7812,"6,400 sqft",4 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-6400-sq-ft-spid-L79625853,N/A,page_78.html
Town Park White Orchid,Noida Extension,7800000,8647,"1,097 sqft",2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-town-park-white-orchid-noida-extension-noida-1097-sq-ft-r1-spid-N77439037,N/A,page_78.html
Supertech Cape Town,"Sector 74, Noida",12500000,10869,"1,150 sqft",2 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1150-sq-ft-spid-X79614015,N/A,page_78.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",8650000,7813,"1,107 sqft",2 BHK,Ready To Move,Dealer·2w ago,Investor Hub,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1107-sq-ft-spid-B79240705,N/A,page_78.html
Great Value Sharanam,"Sector 107, Noida",50000000,20805,"2,283 sqft",4 BHK,Ready To Move,1mo ago,Owner,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-great-value-sharanam-sector-107-noida-2283-sq-ft-r5-spid-K37229401,N/A,page_78.html
Paras Tierea,"Sector 137, Noida",6600000,8000,825 sqft,2 BHK,Ready To Move,Dealer·1mo ago,Ultime india,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-825-sq-ft-spid-Q79569995,N/A,page_78.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",13500000,8905,"1,516 sqft",3 BHK,Ready To Move,Dealer·2w ago,Investor Hub,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1516-sq-ft-spid-A79241111,N/A,page_78.html
Jaypee Greens Kensington Park Apartments,"Sector 133, Noida",13400000,8839,"1,516 sqft",3 BHK,Ready To Move,Dealer·2w ago,Investor Hub,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kensington-park-apartments-sector-133-noida-1516-sq-ft-spid-J79241443,N/A,page_78.html
Jaypee Greens Pavilion Heights,"Sector 128, Noida",45000000,9877,"4,961 sqft",5 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-pavilion-heights-sector-128-noida-4961-sq-ft-spid-T78992329,N/A,page_78.html
Express Zenith,"Sector 77, Noida",15500000,10544,"1,470 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Noida Properties Hub,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-express-zenith-sector-77-noida-1470-sq-ft-spid-O79539203,N/A,page_78.html
Pan Oasis,"Sector 70, Noida",11000000,10566,"1,041 sqft",2 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pan-oasis-sector-70-noida-1041-sq-ft-spid-V79553467,N/A,page_78.html
Eldeco Live By The Greens,"Sector 150, Noida",17000000,12108,"1,404 sqft",3 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eldeco-live-by-the-greens-sector-150-noida-1404-sq-ft-spid-W79551931,N/A,page_78.html
Paras Tierea,"Sector 137, Noida",6400000,9411,825 sqft,2 BHK,Ready To Move,Dealer·3w ago,Shree Ram Real Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-825-sq-ft-r1-spid-S74167925,N/A,page_78.html
Jaypee Aman,"Sector 151, Noida",7000000,7345,953 sqft,2 BHK,Ready To Move,Dealer·1w ago,individual consultant,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-aman-sector-151-noida-953-sq-ft-spid-Q79506423,N/A,page_78.html
ACE Golfshire,"Sector 150, Noida",14300000,12000,"1,195 sqft",2 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ace-golfshire-sector-150-noida-1195-sq-ft-r1-spid-Y74610355,N/A,page_78.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",27000000,10146,"2,661 sqft",2 BHK,Ready To Move,Dealer·2w ago,Investors Club Realty,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-2661-sq-ft-spid-V79276835,N/A,page_78.html
Amrapali Silicon City,"Sector 76, Noida",22000000,9128,"2,410 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Vishal Properties & builders,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-2410-sq-ft-spid-R78924289,N/A,page_78.html
Amrapali HeartBeat City,"Sector 107, Noida",40000000,12364,"3,235 sqft",4 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-amrapali-heartbeat-city-sector-107-noida-3235-sq-ft-spid-I79478685,N/A,page_79.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_79.html
Supertech Ecociti,"Sector 137, Noida",18000000,11285,"1,595 sqft",3 BHK,Ready To Move,Dealer·3w ago,SONI INFRAHEIGHT PVT LTD,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1595-sq-ft-spid-Q79111581,N/A,page_79.html
Paramount Floraville,"Sector 137, Noida",17500000,12280,"1,425 sqft",3 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paramount-floraville-sector-137-noida-1425-sq-ft-spid-E79454851,N/A,page_79.html
Parsvnath Prestige,"Sector 93, Noida",18000000,10909,"1,650 sqft",3 BHK,Ready To Move,Dealer·1w ago,IKA Realty,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-prestige-sector-93-noida-1650-sq-ft-spid-J79388983,N/A,page_79.html
3C Lotus Boulevard,"Sector 100, Noida",30000000,14492,"2,070 sqft",3 BHK,Ready To Move,Dealer·1mo ago,MANI PROPERTIES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-sector-100-noida-2070-sq-ft-spid-S79061187,N/A,page_79.html
Gulshan Botnia,"Sector 144, Noida",20000000,14598,"1,370 sqft",3 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-botnia-sector-144-noida-1370-sq-ft-spid-G79433077,N/A,page_79.html
Paras Seasons,"Sector 168, Noida",16000000,9846,"1,625 sqft",4 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-paras-seasons-sector-168-noida-1625-sq-ft-spid-A79433079,N/A,page_79.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",11000000,14048,"1,100 sqft",2 BHK,Ready To Move,Dealer·3w ago,RESIDE NETWORK,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1100-sq-ft-spid-S79120579,N/A,page_79.html
3C Lotus Boulevard,"Sector 100, Noida",27500000,16717,"1,645 sqft",3 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-sector-100-noida-1645-sq-ft-spid-R79422929,N/A,page_79.html
Eldeco Inspire,"Sector 119, Noida",14500000,16111,"1,280 sqft",2 BHK,Ready To Move,Dealer·2w ago,A&G PROPERTIES,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eldeco-inspire-sector-119-noida-1280-sq-ft-spid-W79209857,N/A,page_79.html
Urbtech Hilston,"Sector 79, Noida",17500000,9887,"1,770 sqft",3 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-urbtech-hilston-sector-79-noida-1770-sq-ft-spid-J79419869,N/A,page_79.html
Godrej Woods,"Sector 43, Noida",19000000,31033,"1,053 sqft",2 BHK,Ready To Move,Dealer·4w ago,Yogesh Pandey,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1053-sq-ft-spid-D79059717,N/A,page_79.html
Supertech Cape Town,"Sector 74, Noida",29000000,11623,"2,495 sqft",4 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-2495-sq-ft-r8-spid-B44485835,N/A,page_79.html
Homes 121,"sector 121, Noida",9200000,8558,"1,075 sqft",2 BHK,Ready To Move,Dealer·1w ago,Rana Property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-homes-121-sector-121-noida-1075-sq-ft-r1-spid-B77611603,N/A,page_79.html
Antriksh Nature,"Sector 52, Noida",20000000,11428,"1,750 sqft",3 BHK,Ready To Move,Dealer·3w ago,Guru associates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-nature-sector-52-noida-1750-sq-ft-r2-spid-F76311801,N/A,page_79.html
Parsvnath Srishti,"Sector 93, Noida",14500000,10357,"1,400 sqft",2 BHK,Ready To Move,Dealer·1w ago,Shriram Properties,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-srishti-sector-93-noida-1400-sq-ft-spid-M79384807,N/A,page_79.html
Mahagun Mezzaria,"Sector 78, Noida",70000000,18543,"3,775 sqft",3 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahagun-mezzaria-sector-78-noida-3775-sq-ft-spid-J79384459,N/A,page_79.html
Godrej Woods,"Sector 43, Noida",44000000,19469,"2,260 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Propertyunboxing.com,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2260-sq-ft-r3-spid-H72854085,N/A,page_79.html
Godrej Woods,"Sector 43, Noida",41000000,19636,"2,088 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Propertyunboxing.com,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2088-sq-ft-r3-spid-Q72853631,N/A,page_79.html
3C Lotus 300,"Sector 107, Noida",67300000,17000,"3,960 sqft",3 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-300-sector-107-noida-3960-sq-ft-spid-G79368395,N/A,page_79.html
Sunworld Vanalika,"Sector 107, Noida",18300000,10115,"1,730 sqft",3 BHK,Ready To Move,Dealer·1mo ago,GSNEGI REALTY AND FINANCE SOLUTIONS,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sunworld-vanalika-sector-107-noida-1730-sq-ft-r23-spid-L42355991,N/A,page_79.html
Rani Aakriti Shantiniketan,"Sector 143B, Noida",27599999,12813,"2,150 sqft",3 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rani-aakriti-shantiniketan-sector-143b-noida-2150-sq-ft-spid-Q79333281,N/A,page_79.html
Natures Green Sai Bliss Homes,"Sector 104, Noida",7500000,7142,"1,050 sqft",2 BHK,Ready To Move,2mo ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-natures-green-sai-bliss-homes-sector-104-noida-1050-sq-ft-spid-R79325783,N/A,page_79.html
Dasnac The Jewel of Noida,"Sector 75, Noida",23700000,25539,"1,660 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dasnac-the-jewel-of-noida-sector-75-noida-1660-sq-ft-r1-spid-E75538377,N/A,page_79.html
3C Lotus Panache,"Sector 110, Noida",13500000,8893,"1,518 sqft",3 BHK,Ready To Move,Dealer·1mo ago,MANI PROPERTIES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1518-sq-ft-spid-C79071363,N/A,page_79.html
3C Lotus Panache,"Sector 110, Noida",18800000,10936,"1,719 sqft",3 BHK,Ready To Move,Dealer·2d ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1719-sq-ft-spid-E80790709,N/A,page_8.html
3C Lotus Panache,"Sector 110, Noida",11700000,8147,"1,436 sqft",2 BHK,Ready To Move,Dealer·2d ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1436-sq-ft-spid-W80790133,N/A,page_8.html
3C Lotus Panache,"Sector 110, Noida",28500000,11229,"2,538 sqft",3 BHK,Ready To Move,Dealer·2d ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-2538-sq-ft-spid-T80791249,N/A,page_8.html
3C Lotus Panache,"Sector 110, Noida",23100000,11052,"2,090 sqft",3 BHK,Ready To Move,Dealer·2d ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-2090-sq-ft-spid-P80790853,N/A,page_8.html
3C Lotus Panache,"Sector 110, Noida",27000000,12790,"2,111 sqft",3 BHK,Ready To Move,Dealer·2d ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-2111-sq-ft-spid-X80791001,N/A,page_8.html
3C Lotus Panache,"Sector 110, Noida",10000000,9345,"1,070 sqft",2 BHK,Ready To Move,Dealer·2d ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1070-sq-ft-spid-Y80789873,N/A,page_8.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_8.html
3C Lotus Boulevard Espacia,"Sector 100, Noida",14500000,10371,"1,398 sqft",2 BHK,Ready To Move,Dealer·1w ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-espacia-sector-100-noida-1398-sq-ft-spid-P80599007,N/A,page_8.html
Jaypee Kalypso Arcade,"Sector 128, Noida",47500000,14843,"3,200 sqft",3 BHK,Ready To Move,Dealer·2w ago,Riddhi Housing Services,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-kalypso-arcade-sector-128-noida-3200-sq-ft-spid-N80547213,N/A,page_8.html
ATS One Hamlet,"Sector 104, Noida",77000000,19250,"4,000 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Yash Associates,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-4000-sq-ft-spid-H80110605,N/A,page_8.html
ACE Golfshire,"Sector 150, Noida",27599999,13174,"2,095 sqft",3 BHK,Ready To Move,Dealer·3w ago,Pinnacle Realty Advisors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ace-golfshire-sector-150-noida-2095-sq-ft-spid-B80368315,N/A,page_8.html
French Apartments,Noida Extension,9000000,7839,"1,148 sqft",2 BHK,Ready To Move,Dealer·1mo ago,ALPHA HOMES,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-french-apartments-noida-extension-noida-1148-sq-ft-spid-G79892517,N/A,page_8.html
Supertech Ecovillage 3,Noida Extension,6400000,6918,925 sqft,2 BHK,Ready To Move,Dealer·2w ago,New Kamal Estates,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecovillage-3-noida-extension-noida-925-sq-ft-spid-H80366415,N/A,page_8.html
Jaypee Greens Knights Court,"Sector 128, Noida",28300000,11448,"2,472 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Saathi Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-knights-court-sector-128-noida-2472-sq-ft-spid-J80039335,N/A,page_8.html
