Property Name,Location,Price,Price_Numeric,Area,Area_Numeric,BHK,Type,Posted By,Posted Time,Property URL,Source,Price_Per_Sqft,contacted
Apex Our Homes,"Sector 37C, Gurgaon",5800000,5800000,925 sqft,925,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-925-sq-ft-r1-spid-V77886405,99acres,6270,2
Apex Our Homes,"Sector 37C, Gurgaon",6000000,6000000,810 sqft,810,2 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-810-sq-ft-spid-Q81862546,99acres,7407,3
Apex Our Homes,"Sector 37C, Gurgaon",6000000,6000000,810 sqft,810,2 BHK,Ready To Move,Owner,4w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-810-sq-ft-spid-U81802092,99acres,7407,2
Signature Global Solera,"Sector 107, Gurgaon",7000000,7000000,602 sqft,602,2 BHK,Ready To Move,Owner,Yesterday,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-602-sq-ft-spid-U82443828,99acres,11627,0
Signature Global Solera,"Sector 107, Gurgaon",4000000,4000000,308 sqft,308,1 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-308-sq-ft-r1-spid-D76302851,99acres,12987,0
Signature Global Solera,"Sector 107, Gurgaon",5100000,5100000,547 sqft,547,2 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-547-sq-ft-r1-spid-C75548767,99acres,9323,0
Signature Global Solera,"Sector 107, Gurgaon",5300000,5300000,554 sqft,554,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-554-sq-ft-spid-K81267057,99acres,9566,0
Pyramid Urban Homes,"Sector 70A, Gurgaon",7545000,7545000,703 sqft,703,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-urban-homes-sector-70a-gurgaon-703-sq-ft-r2-spid-L78001479,99acres,10732,2
Signature Global Solera,"Sector 107, Gurgaon",3800000,3800000,349 sqft,349,1 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-350-sq-ft-spid-Z80008507,99acres,10888,0
Pyramid Urban Homes,"Sector 70A, Gurgaon",5500000,5500000,601 sqft,601,2 BHK,Ready To Move,Owner,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-urban-homes-sector-70a-gurgaon-601-sq-ft-r1-spid-Q72446892,99acres,9151,4
Signature Global Solera,"Sector 107, Gurgaon",5200000,5200000,925 sqft,925,2 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-925-sq-ft-spid-Y79949001,99acres,5621,3
Signature Global Solera,"Sector 107, Gurgaon",9950000,9950000,745 sqft,745,3 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-745-sq-ft-r2-spid-Q76074321,99acres,13355,3
Signature Global Solera,"Sector 107, Gurgaon",5000000,5000000,489 sqft,489,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-489-sq-ft-spid-S81253999,99acres,10224,0
Signature Global Solera,"Sector 107, Gurgaon",5100000,5100000,602 sqft,602,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-602-sq-ft-r1-spid-W77927067,99acres,8471,2
Signature Global Solera,"Sector 107, Gurgaon",4800000,4800000,553 sqft,553,2 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-554-sq-ft-spid-B80686143,99acres,8679,0
Signature Global Solera,"Sector 107, Gurgaon",4600000,4600000,553 sqft,553,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-553-sq-ft-spid-Z81263639,99acres,8318,0
Pyramid Urban Homes,"Sector 70A, Gurgaon",7000000,7000000,836 sqft,836,2 BHK,Ready To Move,Owner,2d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-urban-homes-sector-70a-gurgaon-836-sq-ft-spid-V81372217,99acres,8373,4
Signature Global Solera,"Sector 107, Gurgaon",5200000,5200000,546 sqft,546,2 BHK,Ready To Move,Owner,4w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-solera-sector-107-gurgaon-546-sq-ft-r2-spid-H61313646,99acres,9523,0
Pyramid Urban Homes,"Sector 70A, Gurgaon",7050000,7050000,601 sqft,601,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-urban-homes-sector-70a-gurgaon-601-sq-ft-spid-B81335345,99acres,11730,0
Antriksh Heights,"Sector 84, Gurgaon",21000000,21000000,"2,595 sqft",2595,4 BHK,Ready To Move,Expert Landbase,3w ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2595-sq-ft-spid-D81700246,99acres,8092,0
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"1,825 sqft",1825,3 BHK,Ready To Move,Expert Landbase,Today,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1825-sq-ft-spid-K81080203,99acres,8219,2
Antriksh Heights,"Sector 84, Gurgaon",14500000,14500000,"1,725 sqft",1725,3 BHK,Ready To Move,Expert Landbase,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-P81448293,99acres,8405,0
Antriksh Heights,"Sector 84, Gurgaon",14600000,14600000,"1,725 sqft",1725,3 BHK,Ready To Move,Expert Landbase,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-J81700180,99acres,8463,0
Antriksh Heights,"Sector 84, Gurgaon",14600000,14600000,"1,725 sqft",1725,3 BHK,Ready To Move,Expert Landbase,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-U81831458,99acres,8463,0
Antriksh Heights,"Sector 84, Gurgaon",14500000,14500000,"1,725 sqft",1725,3 BHK,Ready To Move,Expert Landbase,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-K80627387,99acres,8405,0
Antriksh Heights,"Sector 84, Gurgaon",14500000,14500000,"1,725 sqft",1725,3 BHK,Ready To Move,Expert Landbase,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-Q81258051,99acres,8405,0
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"1,725 sqft",1725,3 BHK,Ready To Move,Property Junction,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-S82218994,99acres,8695,0
AWHO Shanti Vihar,"Sector 95, Gurgaon",20000000,20000000,"1,315 sqft",1315,4 BHK,Ready To Move,Owner,Today,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-awho-shanti-vihar-sector-95-gurgaon-1315-sq-ft-spid-J82449090,99acres,15209,0
Antriksh Heights,"Sector 84, Gurgaon",14500000,14500000,"1,725 sqft",1725,3 BHK,Ready To Move,Expert Landbase,Today,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-Y81094801,99acres,8405,0
Antriksh Heights,"Sector 84, Gurgaon",14500000,14500000,"1,825 sqft",1825,3 BHK,Ready To Move,New Gurgaon Propmart,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1825-sq-ft-spid-X80719987,99acres,7945,0
Antriksh Heights,"Sector 84, Gurgaon",21100000,21100000,"2,595 sqft",2595,4 BHK,Ready To Move,Expert Landbase,Today,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2595-sq-ft-spid-Z81094903,99acres,8131,0
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"2,025 sqft",2025,3 BHK,Ready To Move,Expert Landbase,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2025-sq-ft-spid-O81461999,99acres,7407,0
Antriksh Heights,"Sector 84, Gurgaon",14500000,14500000,"1,825 sqft",1825,3 BHK,Ready To Move,Professional Propmart,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1825-sq-ft-spid-M78963693,99acres,7945,0
Antriksh Heights,"Sector 84, Gurgaon",17000000,17000000,"2,095 sqft",2095,4 BHK,Ready To Move,Expert Landbase,1mo ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2095-sq-ft-spid-Q81272199,99acres,8114,2
Antriksh Heights,"Sector 84, Gurgaon",11000000,11000000,"1,350 sqft",1350,2 BHK,Ready To Move,Expert Landbase,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-A80169113,99acres,8148,0
Antriksh Heights,"Sector 84, Gurgaon",16000000,16000000,"1,825 sqft",1825,3 BHK,Ready To Move,Urban Nest,Yesterday,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-antriksh-heights-sector-84-gurgaon-1825-sq-ft-spid-F82389002,99acres,8767,0
Antriksh Heights,"Sector 84, Gurgaon",12000000,12000000,"1,450 sqft",1450,2 BHK,Ready To Move,Urban Nest,4w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1450-sq-ft-spid-S81745744,99acres,8275,0
Antriksh Heights,"Sector 84, Gurgaon",12300000,12300000,"1,450 sqft",1450,2 BHK,Ready To Move,Eternity Home Exchange,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1450-sq-ft-spid-R81079889,99acres,8482,0
Antriksh Heights,"Sector 84, Gurgaon",11000000,11000000,"1,350 sqft",1350,2 BHK,Ready To Move,Expert Landbase,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-G80805683,99acres,8148,3
Antriksh Heights,"Sector 84, Gurgaon",11500000,11500000,"1,450 sqft",1450,2 BHK,Ready To Move,Expert Landbase,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1450-sq-ft-spid-F80627247,99acres,7931,2
Antriksh Heights,"Sector 84, Gurgaon",10500000,10500000,"1,125 sqft",1125,2 BHK,Ready To Move,Urban Nest,4w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1125-sq-ft-spid-E81745480,99acres,9333,0
Antriksh Heights,"Sector 84, Gurgaon",14500000,14500000,"1,725 sqft",1725,3 BHK,Ready To Move,Expert Landbase,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-S80169469,99acres,8405,0
Antriksh Heights,"Sector 84, Gurgaon",12000000,12000000,"1,350 sqft",1350,2 BHK,Ready To Move,Zupita Homes,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-P82061236,99acres,8888,4
Antriksh Heights,"Sector 84, Gurgaon",12500000,12500000,"1,350 sqft",1350,3 BHK,Ready To Move,Owner,4d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-H82366332,99acres,9259,0
Antriksh Heights,"Sector 84, Gurgaon",9002000,9002000,"1,200 sqft",1200,2 BHK,Ready To Move,Expert Landbase,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1200-sq-ft-spid-F81824714,99acres,7501,2
Antriksh Heights,"Sector 84, Gurgaon",8800000,8800000,"1,125 sqft",1125,2 BHK,Ready To Move,Expert Landbase,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1125-sq-ft-spid-M81700106,99acres,7822,2
Antriksh Heights,"Sector 84, Gurgaon",21500000,21500000,"2,595 sqft",2595,4 BHK,Ready To Move,Owner,2w ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2595-sq-ft-spid-D82102728,99acres,8285,0
Antriksh Heights,"Sector 84, Gurgaon",9300000,9300000,"1,125 sqft",1125,2 BHK,Ready To Move,Investors Junction,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1125-sq-ft-spid-U81915584,99acres,8266,5
Antriksh Heights,"Sector 84, Gurgaon",13700000,13700000,"1,350 sqft",1350,3 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-S81902506,99acres,10148,3
Antriksh Heights,"Sector 84, Gurgaon",11399999,11399999,"1,350 sqft",1350,2 BHK,Ready To Move,Eternity Home Exchange,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-L81733306,99acres,8444,0
Antriksh Heights,"Sector 84, Gurgaon",9000000,9000000,"1,200 sqft",1200,2 BHK,Ready To Move,Expert Landbase,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1200-sq-ft-spid-X81260433,99acres,7500,2
Antriksh Heights,"Sector 84, Gurgaon",14000000,14000000,"1,350 sqft",1350,3 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-r1-spid-S69210858,99acres,10370,0
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"1,725 sqft",1725,3 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-Q80972849,99acres,8695,0
Antriksh Heights,"Sector 84, Gurgaon",11800000,11800000,"1,350 sqft",1350,2 BHK,Ready To Move,New Gurgaon Propmart,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-P80702703,99acres,8740,2
Antriksh Heights,"Sector 84, Gurgaon",9000000,9000000,"1,200 sqft",1200,2 BHK,Ready To Move,Expert Landbase,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1200-sq-ft-spid-H80626705,99acres,7500,0
Antriksh Heights,"Sector 84, Gurgaon",11600000,11600000,"1,450 sqft",1450,2 BHK,Ready To Move,Expert Landbase,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1450-sq-ft-spid-D80626787,99acres,8000,3
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"1,725 sqft",1725,3 BHK,Ready To Move,Professional Propmart,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-C80202675,99acres,8695,0
Antriksh Heights,"Sector 84, Gurgaon",21000000,21000000,"2,595 sqft",2595,4 BHK,Ready To Move,Professional Propmart,1mo ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2595-sq-ft-spid-A80203827,99acres,8092,0
Antriksh Heights,"Sector 84, Gurgaon",9500000,9500000,"1,200 sqft",1200,2 BHK,Ready To Move,Expert Landbase,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1200-sq-ft-spid-N80170525,99acres,7916,0
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"1,825 sqft",1825,3 BHK,Ready To Move,Expert Landbase,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1825-sq-ft-spid-B80169413,99acres,8219,0
Antriksh Heights,"Sector 84, Gurgaon",10900000,10900000,"1,350 sqft",1350,2 BHK,Ready To Move,Expert Landbase,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-T80168939,99acres,8074,0
Antriksh Heights,"Sector 84, Gurgaon",17500000,17500000,"2,025 sqft",2025,3 BHK,Ready To Move,PERFECT DEALS,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2025-sq-ft-spid-O81490779,99acres,8641,0
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"2,025 sqft",2025,3 BHK,Ready To Move,121 Realty,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2025-sq-ft-spid-T81441863,99acres,7407,2
Antriksh Heights,"Sector 84, Gurgaon",12200000,12200000,"1,350 sqft",1350,2 BHK,Ready To Move,Sagar Realtors,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-D81364291,99acres,9037,0
Antriksh Heights,"Sector 84, Gurgaon",12100000,12100000,"2,025 sqft",2025,3 BHK,Ready To Move,Empire Makers Consulting,2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2025-sq-ft-r1-spid-Z78988757,99acres,5975,4
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"1,725 sqft",1725,3 BHK,Ready To Move,Property Junction,N/A,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-Y81712398,99acres,8695,0
Antriksh Heights,"Sector 84, Gurgaon",13400000,13400000,"1,550 sqft",1550,3 BHK,Ready To Move,Empire Makers Consulting,2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1550-sq-ft-spid-O78421859,99acres,8645,0
Antriksh Heights,"Sector 84, Gurgaon",16800000,16800000,"2,095 sqft",2095,4 BHK,Ready To Move,Eternity Home Exchange,N/A,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2095-sq-ft-spid-E82344930,99acres,8019,0
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"2,025 sqft",2025,3 BHK,Ready To Move,Zupita Homes,1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2025-sq-ft-r2-spid-Y79365199,99acres,7407,0
Antriksh Heights,"Sector 84, Gurgaon",11800000,11800000,"1,450 sqft",1450,2 BHK,Ready To Move,Zupita Homes,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1450-sq-ft-r2-spid-A79366003,99acres,8137,2
Antriksh Heights,"Sector 84, Gurgaon",11600000,11600000,"1,350 sqft",1350,2 BHK,Ready To Move,Zupita Homes,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-r1-spid-U79996143,99acres,8592,0
Antriksh Heights,"Sector 84, Gurgaon",15500000,15500000,"2,025 sqft",2025,3 BHK,Ready To Move,Zupita Homes,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2025-sq-ft-r1-spid-C79952315,99acres,7654,2
Antriksh Heights,"Sector 84, Gurgaon",10500000,10500000,"1,200 sqft",1200,2 BHK,Ready To Move,Zupita Homes,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1200-sq-ft-spid-I81668132,99acres,8750,0
Antriksh Heights,"Sector 84, Gurgaon",17000000,17000000,"2,250 sqft",2250,3 BHK,Ready To Move,PERFECT DEALS,1w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2250-sq-ft-spid-R82285364,99acres,7555,0
Antriksh Heights,"Sector 84, Gurgaon",11800000,11800000,"1,350 sqft",1350,2 BHK,Ready To Move,DHARMA REALTY,4w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-L81762820,99acres,8740,0
Antriksh Heights,"Sector 84, Gurgaon",21500000,21500000,"2,595 sqft",2595,4 BHK,Ready To Move,Professional Propmart,6d ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2595-sq-ft-spid-D82309244,99acres,8285,0
Antriksh Heights,"Sector 84, Gurgaon",15000000,15000000,"1,725 sqft",1725,3 BHK,Ready To Move,Professional Propmart,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-J81660340,99acres,8695,0
Antriksh Heights,"Sector 84, Gurgaon",9500000,9500000,"1,125 sqft",1125,2 BHK,Ready To Move,Property Junction,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1125-sq-ft-spid-S82232122,99acres,8444,0
Antriksh Heights,"Sector 84, Gurgaon",12500000,12500000,"1,450 sqft",1450,2 BHK,Ready To Move,Four Corners Land Base,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1450-sq-ft-spid-W81363615,99acres,8620,0
Antriksh Heights,"Sector 84, Gurgaon",13200000,13200000,"1,825 sqft",1825,3 BHK,Ready To Move,Empire Makers Consulting,2w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1825-sq-ft-spid-F78421835,99acres,7232,2
Antriksh Heights,"Sector 84, Gurgaon",20800000,20800000,"2,595 sqft",2595,4 BHK,Ready To Move,Expert Landbase,5d ago,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-2595-sq-ft-spid-W82347224,99acres,8015,0
Antriksh Heights,"Sector 84, Gurgaon",11399999,11399999,"1,350 sqft",1350,2 BHK,Ready To Move,Expert Landbase,5d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1350-sq-ft-spid-P82347002,99acres,8444,0
Antriksh Heights,"Sector 84, Gurgaon",9000000,9000000,"1,200 sqft",1200,2 BHK,Ready To Move,Expert Landbase,5d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1200-sq-ft-spid-E82346926,99acres,7500,0
Antriksh Heights,"Sector 84, Gurgaon",14500000,14500000,"1,725 sqft",1725,3 BHK,Ready To Move,Expert Landbase,5d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-H82346826,99acres,8405,0
Antriksh Heights,"Sector 84, Gurgaon",14600000,14600000,"1,725 sqft",1725,3 BHK,Ready To Move,Expert Landbase,5d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-antriksh-heights-sector-84-gurgaon-1725-sq-ft-spid-Y82346742,99acres,8463,0
